gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,total_services,has_any_security,has_any_backup,is_long_term,avg_monthly_charges,charges_per_service,paperless_electronic,tenure_monthly_interaction
0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,3,30.55,30.55,0,0,2,1,0,0,15.275,10.183333333333334,0,30.55
1,0,1,1,16,1,2,0,2,2,0,2,2,2,0,0,2,84.9,1398.25,0,1,8,1,1,0,82.25,9.433333333333334,0,1358.4
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.1,20.1,1,0,1,0,0,0,10.05,10.05,0,20.1
1,0,1,0,9,0,1,0,0,0,0,2,2,0,0,0,3,40.65,328.95,1,0,3,1,0,0,32.894999999999996,10.1625,0,365.84999999999997
1,1,1,0,46,1,2,1,0,0,2,0,2,2,0,1,2,101.0,4680.05,1,2,6,0,1,0,99.57553191489362,14.428571428571429,1,4646.0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.1,69.1,1,0,2,0,0,0,34.55,23.03333333333333,1,69.1
1,0,1,0,71,1,0,0,2,0,0,2,0,0,2,0,0,54.5,3778.2,0,3,4,1,0,1,52.474999999999994,10.9,0,3869.5
1,0,0,0,43,1,2,1,0,0,0,0,0,0,0,1,1,75.35,3161.4,0,2,3,0,0,0,71.85000000000001,18.8375,0,3240.0499999999997
1,0,1,0,50,0,1,0,2,0,0,2,2,0,1,1,0,44.45,2188.45,0,3,4,1,0,1,42.910784313725486,8.89,0,2222.5
0,0,0,0,13,1,2,1,0,0,0,0,0,0,0,1,3,75.0,999.45,1,1,3,0,0,0,71.38928571428572,18.75,0,975.0
1,0,1,1,19,1,0,1,0,2,0,2,2,2,1,0,0,100.0,1888.65,1,1,6,1,1,1,94.4325,14.285714285714286,0,1900.0
0,0,0,0,41,1,2,1,0,0,2,0,2,2,0,0,0,98.05,3990.6,0,2,6,0,1,0,95.0142857142857,14.007142857142856,0,4020.0499999999997
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,71.15,71.15,1,0,2,0,0,0,35.575,23.71666666666667,1,71.15
0,0,0,0,24,0,1,0,0,2,2,0,2,2,0,1,1,54.15,1240.25,1,1,5,0,1,0,49.61,9.025,0,1299.6
0,0,1,0,40,1,2,0,0,2,0,0,2,0,1,0,0,63.9,2635.0,0,2,5,0,1,1,64.26829268292683,10.65,0,2556.0
0,0,1,1,3,1,2,0,0,2,2,0,2,0,0,1,0,69.15,235.0,0,0,6,0,1,0,58.75,9.87857142857143,0,207.45000000000002
0,0,0,0,37,1,2,0,2,0,0,0,2,0,1,0,0,64.65,2347.85,0,2,5,1,0,1,61.78552631578947,10.775,0,2392.05
0,0,1,1,67,1,2,1,2,0,2,2,2,2,2,1,1,108.75,7156.2,1,3,8,1,1,1,105.23823529411764,12.083333333333334,0,7286.25
0,0,1,1,32,1,2,1,0,2,0,0,2,2,0,1,2,98.85,3089.6,0,2,6,0,1,0,93.62424242424242,14.12142857142857,1,3163.2
0,0,1,0,6,1,0,0,0,0,0,2,0,0,0,1,2,49.15,270.8,1,0,3,1,0,0,38.68571428571429,12.2875,1,294.9
0,0,1,1,32,1,2,1,2,0,0,0,2,0,0,0,2,89.6,2901.8,0,2,5,1,0,0,87.93333333333334,14.933333333333332,0,2867.2
0,0,0,0,59,1,2,1,0,2,2,0,0,0,0,1,2,83.25,4949.1,0,3,5,0,1,0,82.485,13.875,1,4911.75
0,0,1,0,30,1,0,0,0,2,2,2,0,2,1,0,0,70.25,2198.9,0,2,6,1,1,1,70.93225806451613,10.035714285714286,0,2107.5
1,0,0,1,20,1,0,2,1,1,1,1,1,1,0,1,2,19.4,374.5,1,1,1,0,0,0,17.833333333333332,9.7,1,388.0
0,0,1,1,27,1,2,2,1,1,1,1,1,1,2,0,2,24.5,761.95,0,2,2,0,0,1,27.212500000000002,8.166666666666666,0,661.5
0,1,0,0,20,1,2,1,2,0,0,0,0,0,0,1,2,79.15,1520.9,1,1,4,1,0,0,72.42380952380952,15.830000000000002,1,1583.0
1,0,0,1,9,1,0,2,1,1,1,1,1,1,1,0,3,20.1,190.25,0,0,1,0,0,1,19.025,10.05,0,180.9
0,0,1,1,68,1,2,0,2,2,2,0,2,0,1,1,1,73.0,5163.0,0,3,7,1,1,1,74.82608695652173,9.125,0,4964.0
0,0,1,1,69,1,2,0,2,0,0,2,0,0,2,0,1,61.4,4059.85,0,3,5,1,0,1,57.99785714285714,10.233333333333333,0,4236.599999999999
1,0,0,0,26,1,2,1,0,0,2,2,0,0,0,1,3,84.3,2281.6,0,2,5,1,1,0,84.5037037037037,14.049999999999999,0,2191.7999999999997
1,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,19.9,1356.7,0,3,1,0,0,1,19.38142857142857,9.95,0,1373.1
1,0,0,0,11,1,0,2,1,1,1,1,1,1,2,0,3,20.4,231.45,0,0,1,0,0,1,19.287499999999998,10.2,0,224.39999999999998
1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,3,50.75,50.75,0,0,3,0,0,0,25.375,12.6875,0,50.75
1,0,1,1,10,1,0,2,1,1,1,1,1,1,1,0,3,20.45,242.4,0,0,1,0,0,1,22.036363636363635,10.225,0,204.5
0,0,1,1,55,1,2,0,2,2,0,2,0,2,1,1,0,75.75,4264.25,0,3,7,1,1,1,76.14732142857143,9.46875,0,4166.25
1,0,0,0,44,1,0,0,2,0,0,2,2,0,1,0,2,65.4,2774.55,0,2,5,1,0,1,61.65666666666667,10.9,0,2877.6000000000004
1,1,1,0,46,1,0,1,0,0,0,0,0,2,0,1,2,80.4,3605.2,1,2,3,0,0,0,76.7063829787234,20.1,1,3698.4
1,0,1,1,69,1,0,0,2,2,2,0,0,0,2,1,0,59.75,4069.9,0,3,5,1,1,1,58.14142857142857,9.958333333333334,0,4122.75
1,1,0,0,11,1,0,1,0,0,0,0,0,2,0,1,2,78.5,874.2,0,0,3,0,0,0,72.85000000000001,19.625,1,863.5
0,0,1,0,11,1,2,1,0,2,0,0,2,2,0,1,2,102.0,1145.35,1,0,6,0,1,0,95.44583333333333,14.571428571428571,1,1122.0
1,0,0,0,29,1,0,0,0,0,2,0,0,0,0,0,0,48.95,1323.7,0,2,3,0,1,0,44.123333333333335,12.2375,0,1419.5500000000002
0,0,1,0,57,1,2,1,2,0,0,0,2,2,0,1,2,99.65,5497.05,0,3,6,1,0,0,94.77672413793104,14.235714285714286,1,5680.05
1,0,0,0,28,1,0,2,1,1,1,1,1,1,1,0,1,18.25,534.7,0,2,1,0,0,1,18.43793103448276,9.125,0,511.0
0,0,0,0,42,1,0,0,2,0,2,0,0,0,0,0,1,54.55,2455.05,0,2,4,1,1,0,57.09418604651163,10.91,0,2291.1
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.65,38.7,1,0,1,0,0,0,12.9,10.325,0,41.3
1,0,0,1,23,0,1,0,2,2,0,2,0,0,1,0,0,40.65,947.4,0,1,4,1,1,1,39.475,8.129999999999999,0,934.9499999999999
0,0,1,1,18,1,0,2,1,1,1,1,1,1,0,0,3,20.45,357.0,0,1,1,0,0,0,18.789473684210527,10.225,0,368.09999999999997
1,0,1,1,62,1,2,2,1,1,1,1,1,1,1,0,0,24.8,1476.25,0,3,2,0,0,1,23.432539682539684,8.266666666666667,0,1537.6000000000001
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.8,70.8,1,0,2,0,0,0,35.4,23.599999999999998,0,70.8
1,0,0,0,16,1,2,1,0,0,0,2,0,2,0,1,1,89.05,1448.6,1,1,5,1,0,0,85.21176470588235,14.841666666666667,0,1424.8
0,0,0,0,3,1,2,1,0,0,0,0,2,2,0,1,2,96.6,291.9,1,0,5,0,0,0,72.975,16.099999999999998,1,289.79999999999995
1,0,0,0,67,1,2,0,2,2,2,2,2,2,1,1,0,88.8,5903.15,0,3,9,1,1,1,86.81102941176471,8.879999999999999,0,5949.599999999999
1,0,0,0,62,1,0,2,1,1,1,1,1,1,2,1,1,20.05,1201.65,0,3,1,0,0,1,19.073809523809526,10.025,0,1243.1000000000001
0,0,1,0,57,1,2,1,0,2,2,0,2,2,0,1,1,104.5,5921.35,1,3,7,0,1,0,102.09224137931035,13.0625,0,5956.5
1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,69.8,146.65,0,0,2,0,0,0,48.88333333333333,23.266666666666666,1,139.6
0,0,1,1,23,1,2,0,2,0,2,2,2,0,2,1,0,77.15,1759.4,0,1,7,1,1,1,73.30833333333334,9.64375,0,1774.45
0,0,0,1,25,0,1,0,2,0,0,2,0,0,2,0,0,35.05,844.45,0,2,3,1,0,1,32.478846153846156,8.7625,0,876.2499999999999
0,1,0,0,72,1,2,1,0,2,2,2,2,2,2,1,0,108.1,7774.05,0,3,8,1,1,1,106.49383561643836,12.011111111111111,0,7783.2
0,0,1,0,2,1,2,1,0,0,0,0,2,0,0,1,2,84.05,134.05,0,0,4,0,0,0,44.68333333333334,16.81,1,168.1
0,0,0,0,8,1,0,2,1,1,1,1,1,1,1,1,0,20.2,140.95,0,0,1,0,0,1,15.66111111111111,10.1,0,161.6
0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,1,3,50.6,249.95,1,0,3,0,0,0,41.65833333333333,12.65,0,253.0
1,0,0,0,35,0,1,0,0,0,2,0,2,2,0,0,2,49.2,1701.65,0,2,4,0,1,0,47.268055555555556,9.84,0,1722.0
1,0,0,0,24,1,2,2,1,1,1,1,1,1,1,0,2,24.6,592.65,0,1,2,0,0,1,23.706,8.200000000000001,0,590.4000000000001
0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,1,2,71.65,135.75,0,0,2,0,0,0,45.25,23.883333333333336,1,143.3
1,0,1,1,72,1,2,1,2,2,2,2,0,2,2,1,1,104.9,7732.65,0,3,8,1,1,1,105.92671232876712,11.655555555555557,0,7552.8
0,0,0,0,41,1,2,1,2,2,2,2,2,0,0,1,2,106.5,4282.4,0,2,8,1,1,0,101.96190476190475,11.833333333333334,1,4366.5
1,0,0,1,4,1,0,0,2,0,0,0,0,0,0,0,2,49.35,219.65,1,0,3,1,0,0,43.93,12.3375,0,197.4
1,0,0,0,26,1,0,1,0,2,0,0,0,0,1,0,0,75.5,2018.1,0,2,3,0,1,1,74.74444444444444,18.875,0,1963.0
1,0,0,0,7,1,0,1,0,2,0,0,2,2,0,1,2,94.25,669.0,1,0,5,0,1,0,83.625,15.708333333333334,1,659.75
0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,68.95,68.95,1,0,2,0,0,0,34.475,22.983333333333334,1,68.95
0,0,1,1,4,1,2,0,0,2,0,2,0,0,0,1,3,58.5,224.85,0,0,5,1,1,0,44.97,9.75,0,234.0
1,0,0,0,48,1,0,0,0,2,2,2,2,2,2,0,1,78.9,3771.5,0,2,7,1,1,1,76.96938775510205,9.8625,0,3787.2000000000003
1,1,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,93.85,196.75,1,0,5,0,0,0,65.58333333333333,15.641666666666666,1,187.7
0,1,1,0,12,1,0,0,2,0,2,2,2,2,1,1,2,79.2,943.85,0,0,7,1,1,1,72.60384615384615,9.9,1,950.4000000000001
1,0,1,0,60,1,2,1,2,0,2,2,2,2,0,1,0,109.45,6572.85,0,3,8,1,1,0,107.7516393442623,12.161111111111111,0,6567.0
1,0,0,0,55,1,0,0,2,0,2,2,0,0,2,1,2,59.2,3175.85,0,3,5,1,1,1,56.71160714285714,9.866666666666667,1,3256.0
1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,3,29.15,29.15,0,0,2,1,0,0,14.575,9.716666666666667,0,29.15
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.05,20.05,0,0,1,0,0,0,10.025,10.025,0,20.05
1,0,0,0,4,1,2,1,0,0,0,0,0,0,0,1,2,76.05,318.9,1,0,3,0,0,0,63.779999999999994,19.0125,1,304.2
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,24.45,24.45,1,0,1,0,0,0,12.225,12.225,0,24.45
0,0,0,0,42,1,0,0,0,0,2,2,0,2,2,0,1,66.5,2762.75,0,2,5,1,1,1,64.25,11.083333333333334,0,2793.0
0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,49.55,49.55,0,0,3,1,0,0,24.775,12.3875,0,49.55
1,0,0,0,7,1,2,1,0,0,2,0,2,0,0,1,1,89.35,631.85,1,0,5,0,1,0,78.98125,14.891666666666666,0,625.4499999999999
1,0,0,0,3,1,0,1,0,0,2,0,0,0,0,1,1,73.6,232.5,0,0,3,0,1,0,58.125,18.4,0,220.79999999999998
0,0,1,0,72,1,2,0,2,2,2,0,2,2,2,1,1,82.65,5919.35,0,3,8,1,1,1,81.08698630136986,9.183333333333334,0,5950.8
1,0,0,0,15,1,2,0,0,0,0,0,0,0,0,1,2,49.0,749.25,0,1,3,0,0,0,46.828125,12.25,1,735.0
1,0,1,0,4,1,0,1,0,0,0,0,2,0,0,1,2,80.35,307.4,1,0,3,0,0,0,61.48,20.0875,1,321.4
0,0,0,0,11,1,2,2,1,1,1,1,1,1,1,0,2,25.2,245.15,0,0,2,0,0,1,20.429166666666667,8.4,0,277.2
0,0,0,0,5,1,2,2,1,1,1,1,1,1,0,0,3,25.45,134.75,0,0,2,0,0,0,22.458333333333332,8.483333333333333,0,127.25
0,1,0,0,1,1,0,0,2,0,2,0,0,0,0,1,2,55.8,55.8,1,0,4,1,1,0,27.9,11.16,1,55.8
1,0,1,0,72,1,2,1,2,0,2,2,2,2,2,1,1,110.9,8240.85,0,3,8,1,1,1,112.88835616438357,12.322222222222223,0,7984.8
0,0,1,0,55,1,2,1,0,2,0,0,0,0,0,1,1,77.75,4266.4,0,3,4,0,1,0,76.18571428571428,15.55,0,4276.25
0,0,1,1,40,1,2,2,1,1,1,1,1,1,0,1,2,26.2,1077.5,0,2,2,0,0,0,26.28048780487805,8.733333333333333,1,1048.0
0,0,1,0,57,1,0,2,1,1,1,1,1,1,2,0,0,19.9,1115.6,0,3,1,0,0,1,19.23448275862069,9.95,0,1134.3
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.05,79.05,1,0,3,0,0,0,39.525,19.7625,1,79.05
1,0,1,0,1,1,0,1,2,0,0,0,2,2,0,1,2,95.0,95.0,1,0,5,1,0,0,47.5,15.833333333333334,1,95.0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,25.2,25.2,1,0,1,0,0,0,12.6,12.6,0,25.2
1,1,1,1,52,1,2,0,0,2,2,0,2,2,1,1,2,80.85,4079.55,0,3,7,0,1,1,76.97264150943397,10.10625,1,4204.2
1,1,0,0,41,1,2,1,0,0,2,0,2,2,0,1,2,98.4,4187.75,1,2,6,0,1,0,99.70833333333333,14.057142857142859,1,4034.4
1,0,1,0,43,1,0,0,0,0,0,0,2,0,1,1,3,56.35,2391.15,0,2,3,0,0,1,54.34431818181818,14.0875,0,2423.05
0,0,1,1,47,1,0,2,1,1,1,1,1,1,2,0,0,19.3,890.5,0,2,1,0,0,1,18.552083333333332,9.65,0,907.1
1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,50.4,137.25,0,0,3,0,0,0,34.3125,12.6,0,151.2
1,1,1,1,66,1,2,0,2,2,2,2,2,0,2,0,1,79.4,5154.6,1,3,8,1,1,1,76.93432835820896,8.822222222222223,0,5240.400000000001
1,0,1,1,55,1,0,0,0,0,2,2,0,0,2,1,1,55.25,3119.9,0,3,4,1,1,1,55.7125,11.05,0,3038.75
1,0,0,0,29,1,0,2,1,1,1,1,1,1,1,0,3,19.1,529.5,0,2,1,0,0,1,17.65,9.55,0,553.9000000000001
0,0,0,1,12,1,2,1,0,0,0,0,2,0,0,1,2,84.05,966.55,0,0,4,0,0,0,74.35,16.81,1,1008.5999999999999
0,0,1,0,66,1,2,1,0,2,2,0,2,2,0,1,2,105.2,6936.85,0,3,7,0,1,0,103.53507462686568,13.15,1,6943.2
1,1,0,0,35,1,2,1,0,0,2,0,2,2,0,1,2,101.4,3496.3,1,2,6,0,1,0,97.11944444444445,14.485714285714286,1,3549.0
1,1,1,0,10,1,2,1,0,0,2,0,0,2,0,1,2,89.8,914.3,1,0,5,0,1,0,83.11818181818181,14.966666666666667,1,898.0
1,0,1,1,27,1,2,1,0,0,0,0,0,0,0,1,0,75.75,1929.0,0,2,3,0,0,0,68.89285714285714,18.9375,0,2045.25
0,0,0,0,58,1,0,1,0,0,0,2,2,2,0,1,2,95.3,5817.7,0,3,5,1,0,0,98.60508474576271,15.883333333333333,1,5527.4
1,0,1,0,54,1,0,1,2,2,2,2,2,2,2,0,0,109.75,6110.2,1,3,8,1,1,1,111.09454545454545,12.194444444444445,0,5926.5
1,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,3,19.85,178.8,0,0,1,0,0,0,17.880000000000003,9.925,0,178.65
1,0,0,0,2,1,0,2,1,1,1,1,1,1,1,0,1,19.3,28.3,1,0,1,0,0,1,9.433333333333334,9.65,0,38.6
1,0,0,0,6,1,0,1,0,0,0,0,0,0,0,1,2,69.1,435.0,0,0,2,0,0,0,62.142857142857146,23.03333333333333,1,414.59999999999997
0,1,0,0,26,1,0,1,0,0,0,0,2,2,0,1,2,91.25,2351.8,1,2,4,0,0,0,87.10370370370372,18.25,1,2372.5
0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,3,20.25,186.15,0,0,1,0,0,0,18.615000000000002,10.125,0,182.25
1,0,1,0,8,1,0,0,0,2,2,0,0,0,0,1,3,54.75,445.85,0,0,4,0,1,0,49.53888888888889,10.95,0,438.0
1,0,0,0,12,1,0,1,0,0,0,0,2,0,0,1,2,81.45,912.0,0,0,3,0,0,0,70.15384615384616,20.3625,1,977.4000000000001
0,0,0,0,15,1,2,0,0,0,0,0,0,0,0,1,2,49.1,679.55,1,1,3,0,0,0,42.471875,12.275,1,736.5
1,0,1,0,43,1,2,0,2,0,2,0,2,2,1,1,2,80.2,3581.6,0,2,7,1,1,1,81.39999999999999,10.025,1,3448.6
1,0,0,0,42,1,2,1,0,0,0,2,2,2,0,1,2,100.3,4222.95,0,2,6,1,0,0,98.20813953488371,14.328571428571427,1,4212.599999999999
0,0,0,0,31,1,2,0,2,0,2,2,0,0,0,0,1,65.25,1994.3,1,2,6,1,1,0,62.321875,9.321428571428571,0,2022.75
0,0,0,1,66,1,2,1,2,0,2,2,0,0,2,1,1,90.95,5930.05,0,3,6,1,1,1,88.50820895522388,12.992857142857144,0,6002.7
0,1,0,0,18,1,2,1,0,2,0,2,0,0,0,1,2,85.45,1505.85,1,1,5,1,1,0,79.25526315789473,14.241666666666667,1,1538.1000000000001
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.0,20.0,0,0,1,0,0,0,10.0,10.0,0,20.0
1,0,1,0,61,1,2,1,0,2,0,2,2,0,2,1,2,94.1,5638.3,1,3,6,1,1,1,90.94032258064516,13.442857142857141,1,5740.099999999999
1,0,0,0,10,1,2,1,0,2,0,0,0,0,0,0,2,79.85,797.25,0,0,4,0,1,0,72.47727272727273,15.969999999999999,0,798.5
1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,71.65,71.65,1,0,2,0,0,0,35.825,23.883333333333336,1,71.65
0,1,0,0,18,1,0,1,0,2,0,0,0,0,0,1,2,73.55,1359.45,0,1,3,0,1,0,71.55,18.3875,1,1323.8999999999999
1,0,1,0,24,1,2,1,0,2,2,0,2,2,0,1,2,104.65,2542.45,1,1,7,0,1,0,101.698,13.08125,1,2511.6000000000004
0,0,1,1,3,1,0,2,1,1,1,1,1,1,0,0,3,19.3,54.7,0,0,1,0,0,0,13.675,9.65,0,57.900000000000006
1,0,0,0,50,1,0,2,1,1,1,1,1,1,1,0,1,20.15,989.05,0,3,1,0,0,1,19.39313725490196,10.075,0,1007.4999999999999
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,44.55,44.55,0,0,2,0,0,0,22.275,14.85,0,44.55
1,0,0,0,2,1,0,0,2,0,0,2,0,0,0,1,3,54.45,87.3,0,0,4,1,0,0,29.099999999999998,10.89,0,108.9
1,0,0,0,17,1,0,2,1,1,1,1,1,1,1,1,0,19.65,351.55,0,1,1,0,0,1,19.530555555555555,9.825,0,334.04999999999995
1,0,1,1,69,1,2,1,0,2,2,0,2,2,2,1,2,105.0,7297.75,0,3,7,0,1,1,104.25357142857143,13.125,1,7245.0
1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,1,88.7,6301.7,0,3,9,1,1,1,86.32465753424657,8.870000000000001,0,6386.400000000001
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,74.25,210.3,1,0,3,0,0,0,52.575,18.5625,1,222.75
1,1,1,1,50,1,2,0,2,2,2,0,0,2,2,1,0,75.15,3822.45,0,3,7,1,1,1,74.95,9.39375,0,3757.5000000000005
0,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,3,20.25,1048.45,0,3,1,0,0,1,19.41574074074074,10.125,0,1073.25
0,0,1,0,58,1,2,1,2,2,0,2,2,2,2,1,1,109.1,6393.65,0,3,8,1,1,1,108.36694915254236,12.122222222222222,0,6327.799999999999
1,0,0,0,46,0,1,0,2,0,0,0,0,0,1,1,0,30.75,1489.3,0,2,2,1,0,1,31.68723404255319,10.25,0,1414.5
1,1,1,0,72,1,2,1,2,2,2,2,2,2,0,1,1,112.9,8061.5,0,3,9,1,1,0,110.43150684931507,11.290000000000001,0,8128.8
0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.2,74.2,1,0,3,0,0,0,37.1,18.55,1,74.2
0,0,1,1,6,1,2,1,0,2,2,0,2,0,0,1,3,94.05,518.75,0,0,6,0,1,0,74.10714285714286,13.435714285714285,0,564.3
1,0,1,0,72,1,2,0,2,2,2,2,0,2,2,0,0,78.85,5763.15,0,3,8,1,1,1,78.9472602739726,8.761111111111111,0,5677.2
1,0,0,0,4,1,0,0,0,0,0,0,0,2,0,1,3,55.3,238.5,0,0,3,0,0,0,47.7,13.825,0,221.2
0,0,1,1,52,1,0,2,1,1,1,1,1,1,2,0,3,19.35,1031.7,0,3,1,0,0,1,19.466037735849056,9.675,0,1006.2
1,0,1,1,0,1,2,2,1,1,1,1,1,1,2,0,3,25.35,0.0,0,0,2,0,0,1,0.0,8.450000000000001,0,0.0
0,0,0,0,2,1,0,2,1,1,1,1,1,1,1,0,3,20.45,34.8,0,0,1,0,0,1,11.6,10.225,0,40.9
0,0,1,0,65,1,0,2,1,1,1,1,1,1,2,0,0,19.35,1319.95,0,3,1,0,0,1,19.999242424242425,9.675,0,1257.75
1,1,1,0,43,1,2,1,0,2,0,0,2,2,0,1,2,101.0,4388.4,1,2,6,0,1,0,99.73636363636363,14.428571428571429,1,4343.0
1,0,1,0,4,1,2,1,0,2,0,0,2,2,0,1,2,100.2,420.2,1,0,6,0,1,0,84.03999999999999,14.314285714285715,1,400.8
1,1,1,0,25,1,2,1,2,0,0,0,0,2,1,1,2,89.05,2177.45,1,2,5,1,0,1,83.74807692307692,14.841666666666667,1,2226.25
0,0,1,0,51,1,2,0,0,2,0,2,2,2,1,1,1,78.65,3950.85,0,3,7,1,1,1,75.97788461538461,9.83125,0,4011.15
1,0,0,0,12,1,2,0,0,0,2,0,2,2,0,0,0,74.75,827.05,0,0,6,0,1,0,63.61923076923077,10.678571428571429,0,897.0
0,0,1,1,57,1,0,0,2,0,0,0,2,2,1,1,0,70.1,3913.3,1,3,5,1,0,1,67.47068965517242,11.683333333333332,0,3995.7
0,0,1,1,24,1,0,2,1,1,1,1,1,1,1,0,3,19.9,533.5,0,1,1,0,0,1,21.34,9.95,0,477.59999999999997
0,0,1,0,64,1,2,0,0,0,2,2,0,0,1,0,0,58.35,3756.45,0,3,5,1,1,1,57.79153846153846,9.725,0,3734.4
0,0,0,0,4,1,0,1,0,2,2,2,2,2,1,1,2,105.65,443.9,1,0,7,1,1,1,88.78,13.20625,1,422.6
0,0,0,0,26,1,2,1,0,0,2,0,2,2,0,1,0,100.5,2599.95,0,2,6,0,1,0,96.29444444444444,14.357142857142858,0,2613.0
0,0,1,1,15,1,0,2,1,1,1,1,1,1,0,0,3,20.05,284.3,0,1,1,0,0,0,17.76875,10.025,0,300.75
1,1,1,0,64,1,2,2,1,1,1,1,1,1,2,0,1,25.65,1740.8,0,3,2,0,0,1,26.78153846153846,8.549999999999999,0,1641.6
1,1,1,0,36,1,2,1,0,2,0,0,2,2,0,1,2,96.5,3436.1,1,2,6,0,1,0,92.86756756756756,13.785714285714286,1,3474.0
0,0,1,0,27,1,2,1,0,0,0,0,2,2,0,0,1,95.0,2462.55,0,2,5,0,0,0,87.94821428571429,15.833333333333334,0,2565.0
1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.85,70.85,1,0,2,0,0,0,35.425,23.616666666666664,0,70.85
0,0,0,0,35,1,2,0,2,0,2,2,2,2,1,1,1,85.95,3110.1,1,2,8,1,1,1,86.39166666666667,9.55,0,3008.25
1,0,0,0,4,1,0,1,0,0,2,0,0,0,0,1,2,73.9,280.85,1,0,3,0,1,0,56.17,18.475,1,295.6
0,0,1,1,8,1,0,0,0,0,0,0,0,0,0,1,2,45.45,411.75,0,0,2,0,0,0,45.75,15.15,1,363.6
1,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,1,20.0,198.6,0,0,1,0,0,0,18.054545454545455,10.0,0,200.0
0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,3,49.2,103.7,0,0,3,0,1,0,34.56666666666667,12.3,0,98.4
0,0,1,0,58,1,2,1,2,2,2,0,2,2,2,1,0,109.45,6144.55,1,3,8,1,1,1,104.14491525423729,12.161111111111111,0,6348.1
1,0,1,0,51,1,0,0,2,2,2,2,2,2,2,1,1,83.25,4089.45,0,3,8,1,1,1,78.64326923076922,9.25,0,4245.75
0,0,1,1,46,1,0,2,1,1,1,1,1,1,2,1,3,19.25,864.2,0,2,1,0,0,1,18.387234042553192,9.625,0,885.5
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,19.65,19.65,0,0,1,0,0,0,9.825,9.825,0,19.65
1,0,0,0,46,1,2,1,0,0,0,0,0,0,0,0,0,72.8,3249.4,0,2,3,0,0,0,69.13617021276596,18.2,0,3348.7999999999997
0,0,1,0,50,1,2,1,2,2,0,2,2,2,0,1,0,109.65,5405.8,0,3,8,1,1,0,105.99607843137255,12.183333333333334,0,5482.5
1,0,1,1,53,1,0,0,0,2,0,2,2,0,0,0,1,65.0,3363.8,0,3,5,1,1,0,62.2925925925926,10.833333333333334,0,3445.0
1,0,1,0,61,1,2,1,0,2,2,2,2,2,0,1,2,114.1,7132.15,0,3,8,1,1,0,115.03467741935484,12.677777777777777,1,6960.099999999999
1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,0,20.65,93.55,0,0,1,0,0,0,15.591666666666667,10.325,0,103.25
1,0,0,0,47,1,0,0,2,2,2,2,2,2,1,1,0,86.95,4138.9,0,2,8,1,1,1,86.22708333333333,9.661111111111111,0,4086.65
0,0,0,0,54,1,2,1,0,2,2,0,2,0,1,1,0,94.75,5121.75,0,3,6,0,1,1,93.12272727272727,13.535714285714286,0,5116.5
1,0,0,1,19,0,1,0,0,0,0,0,0,0,0,1,1,25.35,566.1,0,1,1,0,0,0,28.305,12.675,0,481.65000000000003
0,0,0,1,26,1,0,1,0,2,2,2,2,2,2,1,2,105.45,2715.3,0,2,7,1,1,1,100.56666666666668,13.18125,1,2741.7000000000003
